"PMID","ACUTE_THREAT","POTENTIAL_THREAT","SUSTAINED_THREAT","LOSS","FRUSTRATIVE_NONREWARD","REWARD_VALUATION","EFFORT_VALUATION","EXPECTANCY","ACTION_SELECTION","INITIAL_REWARD_RESPONSIVENESS","SUSTAINED_REWARD_RESPONSIVENESS","REWARD_LEARNING","HABIT","ATTENTION","VISUAL_PERCEPTION","AUDITORY_PERCEPTION","OTHER_PERCEPTION","DECLARATIVE_MEMORY","LANGUAGE","GOAL_SELECTION","UPDATING_REPRESENTATION_MAINTENANCE","RESPONSE_SELECTION","INHIBITION","PERFORMANCE_MONITORING","ACTIVE_MAINTENANCE","FLEXIBLE_UPDATING","LIMITED_CAPACITY","INTERFERENCE_CONTROL","AFFILIATION_ATTACHMENT","FACIAL_COMM_RECEPTION","FACIAL_COMM_PRODUCTION","NONFACIAL_COMM_RECEPTION","NONFACIAL_COMM_PRODUCTION","AGENCY","SELF_KNOWLEDGE","ANIMACY_PERCEPTION","ACTION_PERCEPTION","MENTAL_STATE_UNDERSTANDING","AROUSAL","CIRCADIAN_RHYTHMS","SLEEP_WAKEFULNESS"
"17370344","1","0","2","0","0","0","0","0","1","0","1","0","0","1","1","1","0","0","0","1","2","2","1","0","2","1","1","2","2","1","1","0","0","0","1","0","0","1","0","1","0"
"17372275","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0"
"17372276","1","0","0","0","0","1","1","1","1","0","0","0","0","0","1","2","0","0","4","0","1","0","1","0","1","2","1","1","2","2","1","3","3","0","2","0","0","1","1","0","1"
"17372621","2","0","1","1","0","0","0","0","1","0","0","0","0","0","1","2","0","0","0","1","1","1","0","0","0","0","0","1","1","2","1","1","0","1","2","1","0","1","0","0","0"
"17372726","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1"
"17375288","7","3","2","2","1","1","1","1","1","1","1","0","0","0","1","1","0","0","0","0","0","1","0","0","1","1","1","2","1","4","1","2","2","0","1","0","0","0","1","1","2"
"17376703","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","1","3","1","0","2","0","0","0"
"17376704","6","2","3","2","0","1","0","2","0","2","1","1","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","1","1","0","1","0","1","0","0","0","3","1","0"
"17376855","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","2","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
"17379262","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","2","1","1","1","0","0","1","1","0","2","0","0","1","0","1","1"
"17383616","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"17389911","0","0","2","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","1","0","0","1","2","1","0","1","0","0","0","0","0","0","0","0","2","1","1"
"17390317","2","2","1","1","0","2","1","3","1","1","1","2","0","0","0","0","0","4","0","0","1","0","0","0","1","0","0","0","2","2","1","1","2","0","1","0","0","0","1","1","1"
"17392459","0","0","2","1","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","2","1","0","0","2","2","2","1","3","1","0","0","2","0","1","1","0","0","0","1","1"
"17394210","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","1","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1"
"17395381","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","3","2","1","0","0","0","0","0","0"
"17395493","4","2","4","3","1","0","1","1","0","1","1","0","0","1","0","0","1","0","1","0","0","1","1","0","0","0","1","0","2","0","1","0","5","1","1","0","0","0","1","1","2"
"17395609","4","1","2","3","0","2","1","2","2","1","1","1","0","0","2","2","1","1","0","0","0","0","0","0","0","0","0","0","3","2","1","0","3","0","0","0","0","0","1","1","1"
"17397807","0","1","1","1","0","0","1","1","0","0","1","0","0","2","0","0","0","1","0","0","1","0","0","0","2","1","2","1","2","0","0","0","0","0","1","0","0","0","1","2","4"
"17397882","2","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1","2","0","1","0","0","0","0","0","0","0","0","1","0","2","2","0","2","0","0","0","1","0","0","0","1"
"17398078","0","0","2","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","3","1","0","0","0","0","0","0"
"17398080","5","1","2","3","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0","1","0","3","3","1","1","3","2","2","0","0","1","2","1","2"
"17398117","0","0","2","1","0","0","1","2","0","1","2","0","1","1","2","1","2","0","0","0","2","0","0","0","1","1","0","0","3","4","1","2","1","0","0","0","2","0","2","0","1"
"17399959","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","1"
"17400195","4","0","0","2","0","0","0","0","0","1","1","0","0","0","1","1","1","0","1","0","0","1","0","0","0","0","0","0","1","5","3","2","4","0","1","0","0","0","0","0","0"
"17400477","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","3","0","0","0","0","1","0","0","0","0","2","2","0","2","1","0","1","0","0","0","0","0","0"
"17400480","2","0","1","0","0","1","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","2","1","3","0","1","2","0","0","0"
"17403529","2","0","2","2","0","1","1","2","1","0","1","0","0","1","1","0","1","2","1","1","3","0","0","0","3","2","2","2","4","3","3","3","3","0","1","0","0","0","0","0","0"
"17404215","2","0","0","0","0","1","0","1","0","1","1","1","0","0","1","1","1","1","1","0","0","0","0","0","0","1","0","0","1","1","0","1","2","1","1","1","0","0","0","0","0"
"17404390","2","1","1","3","0","0","0","1","0","0","0","0","0","0","0","2","1","1","1","0","0","0","1","0","1","1","1","2","0","0","0","1","4","0","0","0","0","0","2","5","6"
"17407825","3","0","0","0","0","1","0","2","0","2","2","1","0","2","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"17408585","0","0","0","1","0","2","1","3","0","2","3","2","0","0","0","0","1","0","0","0","1","0","0","0","1","0","1","0","2","0","0","0","0","0","0","1","0","0","0","0","1"
"17408704","4","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","3","2","1","3","0","0","0","0","0","0","1","0"
"17408973","1","1","2","2","0","0","1","1","0","0","1","0","0","2","0","0","0","1","1","0","1","0","0","0","2","1","2","1","2","1","1","2","2","1","1","0","0","0","1","1","1"
"17409238","1","0","1","1","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","3","2","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0"
"17409251","0","0","0","0","0","0","0","1","0","0","0","0","0","2","3","3","0","0","0","0","0","0","1","0","0","0","1","0","0","2","0","0","1","0","0","1","0","0","1","0","0"
"17412509","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0"
"17412567","3","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","1","0","0","0","1","0","0","2","1","0","0","0","0","1","0","0","0","1","1"
"17412610","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1"
"17412720","0","0","0","1","0","0","1","1","1","0","0","0","0","2","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"17413656","1","0","0","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","1"
"17415777","3","1","1","2","1","1","1","1","1","2","1","1","0","0","0","0","1","0","0","0","0","1","1","0","1","1","1","1","1","0","0","1","2","0","0","0","1","0","1","2","1"
"17415782","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","2","0","0","0","2","1","1","0","1","0","0","0","2"
"17418591","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","0","0","0","1","0","0","0","2","2","2","2","3","3","2","1","0","1","0","1","1"
"17426589","2","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","1","1","1","1","0","1","1","1","2","0","1","0","0","0","0","1","1"
"17427209","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","2","1","2","1","1","1","1","0","2","0","1","0","0","1","1","0","0"
"17428683","1","0","1","1","0","0","1","0","0","0","1","0","1","1","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","4","0","0","0","0","0","0","1","0"
"17428684","5","1","1","2","0","0","0","0","1","2","1","0","0","2","1","1","1","1","1","0","1","0","0","0","1","0","0","0","4","2","1","0","5","0","0","0","0","0","1","3","0"
"17432972","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"17433094","1","2","5","6","0","1","2","1","1","0","0","0","1","1","0","1","0","1","2","0","1","2","0","0","1","0","0","1","1","0","1","1","3","1","2","1","0","0","1","1","2"
"17433880","0","0","0","2","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","1","2","0","0","0","1","0","0","0","2","1","0","0","0","0","1","0","0","1","0","1","1"
"17433891","0","0","0","0","0","1","1","1","1","0","0","0","0","0","1","1","1","0","3","0","1","0","1","0","1","1","1","0","2","0","0","2","1","0","1","0","0","0","0","0","1"
"17434455","4","1","2","3","0","1","1","1","1","1","2","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","1","1","0","1","4","2","0","0","1","1","0","2"
"17434757","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"17434917","0","0","1","0","0","1","0","2","1","1","2","1","0","5","1","1","0","0","1","0","1","0","2","1","2","1","1","1","4","1","1","0","2","0","0","0","1","0","0","0","0"
"17437282","2","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","0","0","1","1","0","0","0","1","0","2","0","0","1","1","1","1"
"17442593","5","2","3","3","0","2","1","2","0","3","1","1","0","0","2","4","2","0","0","0","0","0","0","0","0","0","0","0","0","4","2","3","6","0","0","0","0","0","2","0","1"
"17442821","4","1","2","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","1","1","1","1","0","1","1","0","0","0","0","1","0","0","2","1","1"
"17448450","2","0","1","1","0","0","1","0","0","1","0","0","1","1","1","1","1","0","0","0","1","0","1","0","3","2","3","2","1","1","0","1","0","1","1","0","0","0","1","3","1"
"17448452","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","1","2","0","0","0","1","1","0"
"17448546","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","2","1","3","3","1","1","0","1","0","0","0","0"
"17448689","0","0","0","0","0","0","0","1","1","0","0","0","1","2","1","0","2","1","1","0","0","1","0","0","0","0","0","0","1","2","1","0","1","1","3","0","1","1","0","1","1"
"17449068","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","1","1","1","0","2","1","1","1","2","0","0","0","1","0","0","0","0","0","0","1","1"
"17449179","3","0","0","0","0","1","0","1","0","1","2","1","1","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","2","1","1","1","2","0","0","0","0","0","0","0","0"
"17449320","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","2"
"17451759","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","2","0","0","0","0","0","0","0","0","0","0","1","0","4","2","0","0","0","1","0","0","0","0"
"17451973","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","1","0","0","1","0","0","0","1","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0"
"17452003","1","0","0","1","0","0","0","0","0","1","1","0","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"17455365","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","0"
"17460071","1","0","2","0","0","2","1","3","1","2","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","2","0","0","0","0","0","1","2","1"
"17462914","0","0","1","0","0","1","1","2","1","0","2","0","0","3","1","1","0","1","0","0","1","1","0","0","3","1","2","2","1","1","1","1","1","1","1","0","0","0","1","0","0"
"17466401","2","0","2","2","0","1","0","1","0","2","1","1","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","2","1","2","1","1","2","0","0","0","4","3","3"
"17467816","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","1","0","0","0","0","0","1","0","0","0","3","0","0","1","1","0","0","0","0"
"17468013","1","0","1","0","0","1","0","1","0","1","3","1","0","1","1","2","0","0","3","0","1","0","0","0","2","1","1","2","1","2","2","0","2","1","1","0","0","0","0","1","0"
"17468751","1","0","2","1","0","2","2","2","2","2","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1"
"17469913","3","0","2","1","0","2","2","4","1","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","1","0","0","0","4","0","2"
"17471290","1","1","1","1","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"17475292","0","0","0","0","0","1","1","1","1","0","0","0","1","0","1","0","1","0","1","0","0","0","1","0","0","0","1","0","0","2","1","1","3","1","3","1","4","2","0","0","0"
"17475514","3","0","3","2","0","0","0","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","1","0","0","0","0","0","1","2","2","0","1","0","0","0","0","0","1","1","1"
"17475790","2","0","4","0","0","2","1","6","2","2","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","1","0","0","0","0","0","2","0","1"
"17475792","2","2","5","2","0","3","2","3","2","1","2","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","1","1","2","2","1","1","1","2","1","0"
"17476480","1","1","1","4","0","0","0","0","0","0","2","0","1","2","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","2","0","0","1","0","0","0"
"17478107","3","0","2","2","0","2","1","2","1","1","1","1","0","1","2","2","1","1","1","0","0","1","0","0","0","0","1","0","1","2","2","3","6","1","2","0","1","1","1","1","1"
"17481593","5","2","2","2","1","1","0","1","0","2","2","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","2","2","2","0","0","0","0","0","1","1","0"
"17481919","3","1","1","2","0","0","0","1","1","0","0","0","0","0","2","2","0","0","2","0","2","0","1","0","3","2","2","2","2","3","2","4","4","0","2","0","0","1","1","2","1"
"17483451","1","0","0","0","0","1","0","2","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","1","0","0","1","0","1"
"17483530","4","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2","1","0","0","0","0","1","1","2","1","0","1","0","1","1","1","0","2","1","2"
"17487272","0","0","0","1","0","0","0","0","0","1","1","0","0","0","2","1","1","0","1","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","1","1","0","0","0","0"
"17488205","0","0","0","2","0","0","0","1","0","0","0","0","0","1","3","3","2","1","4","0","0","0","1","0","0","0","0","0","0","2","0","3","4","0","1","0","0","0","0","1","0"
"17488212","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","1","0"
"17490893","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","1","2","0","0","0","1","0","0","2","0","1","0","1","1","2"
"17490989","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","1","2","3","3","2","1","1","0","1","1"
"17490990","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0"
"17490991","1","0","1","0","0","0","0","1","0","0","1","0","1","1","1","1","0","1","3","0","0","0","0","0","0","0","0","1","0","0","0","2","2","0","2","0","0","1","0","1","1"
"17493834","4","1","2","1","0","1","2","2","1","0","1","0","0","3","0","0","0","0","1","0","1","1","1","0","1","0","0","0","2","3","1","0","1","1","2","0","1","0","4","2","3"
"17493836","0","0","1","1","1","2","1","2","1","1","1","1","0","1","1","1","2","0","0","0","1","0","0","0","1","0","0","0","2","1","0","0","1","0","0","0","0","0","1","0","2"
"17496802","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","2","1"
"17497631","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","1","1","0","0","0","1","0","0","1","1","0","0","1","0","0","0","2","0","1","1","1"
"17497646","0","0","0","0","0","1","1","3","0","1","1","1","0","2","1","1","2","1","3","0","0","0","0","0","0","0","0","0","0","2","2","4","4","0","1","0","0","0","1","1","0"
"17498811","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","1"
"17498973","0","0","1","0","0","0","0","1","0","0","0","0","0","0","2","2","0","0","0","1","2","0","1","0","1","0","0","0","1","2","0","0","1","0","0","0","1","0","0","0","1"
"17499158","0","0","0","1","0","0","0","0","0","0","0","0","0","1","2","0","2","1","2","0","1","0","1","0","2","1","2","1","2","0","1","1","1","0","1","1","2","0","1","0","0"
"17499159","1","0","0","0","0","0","1","1","0","0","0","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","2","1","1","5","2","2","2","0","1","1"
"17499160","0","0","0","1","0","0","0","1","0","0","0","0","0","0","2","1","0","0","2","0","0","1","0","0","0","0","0","0","0","1","1","1","1","2","2","0","1","0","2","1","2"
"17499164","1","0","1","0","0","0","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","2","1","0","0","0","0","0","2","0","2","0","0","0","0"
"17499166","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1","2","2","0","1","0","0","0","0","0","1"
"17499168","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","1","1","0","0","1","0","1","0"
"17499169","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","1"
"17499172","1","0","1","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","1","0","1"
"17499173","0","0","0","0","0","1","1","1","0","1","1","1","0","0","0","0","1","0","2","0","1","0","1","0","0","2","0","1","2","1","0","0","0","1","5","1","1","2","1","0","1"
"17499175","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","1","2","0","0","0","0","0","0","0","0","0","2","1","1","1","3","0","2","1","1","1","0","0","1"
"17499318","0","0","1","1","1","0","0","1","0","0","0","0","0","1","0","1","1","4","0","0","0","0","1","0","1","1","1","1","1","0","0","0","0","0","0","1","0","0","1","0","0"
"17504782","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","1","2","2","2","4","0","0","1","0","0","0","1","1"
"17504783","0","0","1","1","0","0","0","0","0","0","2","0","0","1","0","0","0","0","4","0","0","0","1","0","0","0","0","1","0","0","1","4","3","0","1","0","1","1","0","0","0"
"17505817","1","1","1","1","0","0","0","1","0","0","2","0","0","1","1","1","0","0","0","0","2","1","0","0","3","2","2","1","1","1","0","0","0","1","1","0","0","0","0","0","1"
"17507455","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","2","0","1","1","3","0","0","0","0","0","0","1","2"
"17507573","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2","1","0","0","2","1","1","1","2","0","0","0","1","0","0","2","0","0","0","0","0"
"17509541","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","2","2","1","1","0","1","0","0","0","0","1","0","0","0","1","1","2"
"17511967","3","1","0","2","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","1"
"17512615","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","0"
"17517680","2","1","1","1","0","1","1","1","1","1","1","0","1","1","2","2","1","0","2","0","1","1","0","0","1","2","2","2","1","2","2","1","3","0","1","1","0","0","0","0","1"
"17521924","3","0","6","2","0","2","1","5","2","1","2","2","1","1","0","0","0","0","0","0","1","0","0","0","1","2","1","1","2","0","0","0","0","0","0","0","0","0","1","0","1"
"17524667","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","2","0","0","0","0","1","2","0","0","0","0","1","0"
"17524669","2","1","0","1","0","0","0","0","0","3","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"17525984","6","2","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","1","0","1","1","1","0","1","0","0","0","0","0","1","0","1"
"17525985","1","2","2","2","0","0","0","0","0","1","1","0","2","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","1"
"17525987","1","0","1","3","0","1","2","1","1","0","0","0","1","0","0","0","0","1","0","0","1","1","0","0","1","2","2","2","0","0","0","2","2","1","1","0","0","0","1","1","1"
"17532193","4","0","2","2","0","0","0","0","0","1","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","2","1","1","2","0","0","0","0","0","2","2","2"
"17532647","0","0","0","0","0","1","2","1","1","0","0","0","0","1","1","0","0","0","1","0","1","1","0","0","0","1","0","1","2","2","0","1","2","1","3","1","1","1","0","0","0"
"17532648","0","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"17538950","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","1"
"17538951","3","0","1","3","0","0","1","2","1","0","0","0","0","1","0","0","0","0","0","0","0","2","2","1","1","1","2","2","1","2","0","2","1","0","2","0","0","1","1","0","1"
"17538952","2","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","2","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","1"
"17543896","3","1","4","2","0","0","1","0","0","0","0","0","0","0","1","1","0","3","0","0","0","0","0","0","0","0","0","0","1","2","2","1","2","1","1","0","0","0","1","1","1"
"17544015","4","2","3","2","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","1","1","1","0","0","0","1","1","1","1","0","0","0","2","3","3"
"17544630","1","0","1","0","0","0","0","1","0","0","0","0","0","1","1","1","0","1","0","0","0","0","1","0","0","0","1","0","0","2","0","1","0","0","1","0","0","0","0","0","0"
"17548547","1","0","2","1","0","0","0","0","0","0","1","0","2","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","2","1","2","0","3","0","0","0","0","0","3","1","2"
"17548751","4","0","1","3","0","0","0","0","0","1","1","0","0","0","1","2","1","0","3","0","0","0","0","0","0","0","0","0","1","5","2","3","4","1","4","1","1","1","0","0","0"
"17548799","0","0","3","1","1","0","1","0","1","1","1","0","0","1","0","1","1","3","1","0","1","1","0","0","1","0","0","0","3","1","1","2","1","1","2","1","0","1","1","0","2"
"17548801","1","0","1","0","0","0","0","0","0","0","1","0","0","1","2","2","2","0","0","0","2","0","0","0","1","1","0","0","1","1","0","0","1","0","1","1","1","1","0","0","0"
"17551089","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","1","1","2","3","2","1","1","0","0","0"
"17552930","2","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","2","1","2","0","2","0","1","1","0","0","0"
"17553011","5","1","3","1","0","1","0","2","0","2","1","1","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","2","0","0","1","0","0","1","1","1"
"17553466","6","2","3","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","2","1","2","0","4","0","0","1","1","0","1","3","2"
"17553704","1","0","3","0","0","1","1","1","2","0","1","0","0","1","2","2","1","0","0","0","1","1","0","0","2","0","1","0","3","0","0","0","2","0","1","1","0","1","2","0","1"
"17553706","3","2","1","2","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","2","4","0","0","0","1","0","1","0","1"
"17554002","0","0","1","0","0","1","2","1","1","0","1","0","0","1","0","0","0","1","4","0","1","0","0","0","1","0","1","0","1","0","0","1","1","0","1","0","0","0","0","0","0"
"17554003","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","2","0","1","0","0","0","0","1","1"
"17556772","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","2"
"17560689","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","0","0","2","2","0","1","0","0","0","2","1","1","1","3","0","0","0","0","0","0","0","1","0","0","1","0"
"17560768","6","2","4","2","0","1","1","2","1","1","1","1","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","1","2","1","1","1","5","0","0","1","1","0","1","1","1"
"17561345","0","0","1","0","0","0","0","1","0","0","1","0","1","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
